"96879",\N,"2015-04-09",\N,"净值标 
											 	 				 ","101826","已还款","短期周转",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","31岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"99852",\N,"2014-02-18",\N,"7天活动标！ 
							 	 				 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99853",\N,"2014-02-18",\N,"某制造公司短期借款周转（十四） 
							 	 				 			 ","500000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。目前已发展成为业内一家较具实力的生产型企业.。据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。 


借款方借款用途
1，公司备用金补充。2，支持中安山东业务的发展。 


借款方还款来源
由中安财富山东分公司线下工作人员审核借款方提供的相关资料并实地考察。借款方提供名下一处工业用地地面厂房作为抵押物。现作为借款方经营场地使用。由中安财富山东分公司线下工作人员调查该公司实际经营状况及房",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"99854",\N,"2014-02-17",\N,"7天活动标！ 
							 	 				 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99855",\N,"2014-02-17",\N,"某制造公司短期借款周转（十三） 
							 	 				 			 ","700000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。目前已发展成为业内一家较具实力的生产型企业.。据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。 


借款方借款用途
1，公司备用金补充。2，支持中安山东业务的发展。 


借款方还款来源
由中安财富山东分公司线下工作人员审核借款方提供的相关资料并实地考察。借款方提供名下一处工业用地地面厂房作为抵押物。现作为借款方经营场地使用。由中安财富山东分公司线下工作人员调查该公司实际经营状况及房",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"99856",\N,"2014-02-16",\N,"7天活动标！ 
							 	 				 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99857",\N,"2014-02-16",\N,"某制造公司短期借款周转（十二） 
							 	 				 			 ","500000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。目前已发展成为业内一家较具实力的生产型企业.。据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。 


借款方借款用途
1，公司备用金补充。2，支持中安山东业务的发展。 


借款方还款来源
由中安财富山东分公司线下工作人员审核借款方提供的相关资料并实地考察。借款方提供名下一处工业用地地面厂房作为抵押物。现作为借款方经营场地使用。由中安财富山东分公司线下工作人员调查该公司实际经营状况及房",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"99858",\N,"2014-02-15",\N,"7天活动标！ 
							 	 				 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99859",\N,"2014-02-15",\N,"某制造公司短期借款周转（十一） 
							 	 				 			 ","700000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。目前已发展成为业内一家较具实力的生产型企业.。据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。 


借款方借款用途
1，公司备用金补充。2，支持中安山东业务的发展。 


借款方还款来源
由中安财富山东分公司线下工作人员审核借款方提供的相关资料并实地考察。借款方提供名下一处工业用地地面厂房作为抵押物。现作为借款方经营场地使用。由中安财富山东分公司线下工作人员调查该公司实际经营状况及房",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"99860",\N,"2014-02-14",\N,"7天活动标！ 
							 	 				 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99861",\N,"2014-02-14",\N,"某制造公司短期借款周转（十） 
							 	 				 			 ","800000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。目前已发展成为业内一家较具实力的生产型企业.。据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。 


借款方借款用途
1，公司备用金补充。2，支持中安山东业务的发展。 


借款方还款来源
由中安财富山东分公司线下工作人员审核借款方提供的相关资料并实地考察。借款方提供名下一处工业用地地面厂房作为抵押物。现作为借款方经营场地使用。由中安财富山东分公司线下工作人员调查该公司实际经营状况及房",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"99862",\N,"2014-02-13",\N,"某制造公司短期借款周转（九） 
							 	 							 ","500000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。目前已发展成为业内一家较具实力的生产型企业.。据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。 


借款方借款用途
1，公司备用金补充。2，支持中安山东业务的发展。 


借款方还款来源
由中安财富山东分公司线下工作人员审核借款方提供的相关资料并实地考察。借款方提供名下一处工业用地地面厂房作为抵押物。现作为借款方经营场地使用。由中安财富山东分公司线下工作人员调查该公司实际经营状况及房",\N,"18.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"99863",\N,"2014-02-13",\N,"7天活动标！ 
							 	 				 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99864",\N,"2014-02-12",\N,"某制造公司短期借款周转（八） 
							 	 							 ","500000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。目前已发展成为业内一家较具实力的生产型企业.。据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。 


借款方借款用途
1，公司备用金补充。2，支持中安山东业务的发展。 


借款方还款来源
由中安财富山东分公司线下工作人员审核借款方提供的相关资料并实地考察。借款方提供名下一处工业用地地面厂房作为抵押物。现作为借款方经营场地使用。由中安财富山东分公司线下工作人员调查该公司实际经营状况及房",\N,"18.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"99865",\N,"2014-02-12",\N,"7天活动标！ 
							 	 				 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99866",\N,"2014-02-11",\N,"某制造公司短期借款周转（七） 
							 	 							 ","500000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。目前已发展成为业内一家较具实力的生产型企业.。据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。 


借款方借款用途
1，公司备用金补充。2，支持中安山东业务的发展。 


借款方还款来源
由中安财富山东分公司线下工作人员审核借款方提供的相关资料并实地考察。借款方提供名下一处工业用地地面厂房作为抵押物。现作为借款方经营场地使用。由中安财富山东分公司线下工作人员调查该公司实际经营状况及房",\N,"18.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"99867",\N,"2014-02-11",\N,"7天活动标！ 
							 	 				 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99868",\N,"2014-02-10",\N,"7天活动标！ 
							 	 				 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99869",\N,"2014-02-10",\N,"某制造公司短期借款周转（六） 
							 	 							 ","500000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。目前已发展成为业内一家较具实力的生产型企业.。据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。 


借款方借款用途
1，公司备用金补充。2，支持中安山东业务的发展。 


借款方还款来源
由中安财富山东分公司线下工作人员审核借款方提供的相关资料并实地考察。借款方提供名下一处工业用地地面厂房作为抵押物。现作为借款方经营场地使用。由中安财富山东分公司线下工作人员调查该公司实际经营状况及房",\N,"18.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"99870",\N,"2014-02-09",\N,"某制造公司短期借款周转（五） 
							 	 							 ","500000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。目前已发展成为业内一家较具实力的生产型企业.。据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。 


借款方借款用途
1，公司备用金补充。2，支持中安山东业务的发展。 


借款方还款来源
由中安财富山东分公司线下工作人员审核借款方提供的相关资料并实地考察。借款方提供名下一处工业用地地面厂房作为抵押物。现作为借款方经营场地使用。由中安财富山东分公司线下工作人员调查该公司实际经营状况及房",\N,"18.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"99871",\N,"2014-02-09",\N,"七天活动标！ 
							 	 				 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99872",\N,"2014-02-08",\N,"某制造公司短期借款周转（四） 
							 	 							 ","600000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。目前已发展成为业内一家较具实力的生产型企业.。据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。 


借款方借款用途
1，公司备用金补充。2，支持中安山东业务的发展。 


借款方还款来源
由中安财富山东分公司线下工作人员审核借款方提供的相关资料并实地考察。借款方提供名下一处工业用地地面厂房作为抵押物。现作为借款方经营场地使用。由中安财富山东分公司线下工作人员调查该公司实际经营状况及房",\N,"18.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"99873",\N,"2014-02-08",\N,"七天活动标！ 
							 	 				 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99874",\N,"2014-02-07",\N,"某制造公司短期借款周转（三）  
							 	 							 ","500000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。目前已发展成为业内一家较具实力的生产型企业.。据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。 


借款方借款用途
1，公司备用金补充。2，支持中安山东业务的发展。 


借款方还款来源
由中安财富山东分公司线下工作人员审核借款方提供的相关资料并实地考察。借款方提供名下一处工业用地地面厂房作为抵押物。现作为借款方经营场地使用。由中安财富山东分公司线下工作人员调查该公司实际经营状况及房",\N,"18.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"99875",\N,"2014-02-07",\N,"信用TX 
											 	 ","1000","已还款","sgdfgdfghdfgdf",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"99876",\N,"2014-02-07",\N,"七天活动标！ 
							 	 				 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99877",\N,"2014-02-06",\N,"信用卡付款 
											 	 ","1000","已还款","tx",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"99878",\N,"2014-02-06",\N,"信用卡周转 
											 	 ","10000","已还款","TX",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"99879",\N,"2014-02-06",\N,"短期周转借款第一期10万，期限2个月 
							 	 							 ","100000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"6%",\N
"99880",\N,"2014-02-06",\N,"某制造公司短期借款周转（二） 
							 	 							 ","200000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。目前已发展成为业内一家较具实力的生产型企业.。据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。 


借款方借款用途
1，公司备用金补充。2，支持中安山东业务的发展。 


借款方还款来源
由中安财富山东分公司线下工作人员审核借款方提供的相关资料并实地考察。借款方提供名下一处工业用地地面厂房作为抵押物。现作为借款方经营场地使用。由中安财富山东分公司线下工作人员调查该公司实际经营状况及房",\N,"20.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"1.6%",\N
"99881",\N,"2014-02-06",\N,"马年 3天活动标 
							 	 				 			 ","300000","已还款","马年 3天活动标  月利率:18%   奖励:0.1",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99882",\N,"2014-02-05",\N,"短期周转借款第一期20万，期限2个月 
							 	 							 ","100000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"6%",\N
"99883",\N,"2014-02-05",\N,"某制造公司短期借款周转 
							 	 							 ","200000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。目前已发展成为业内一家较具实力的生产型企业.。据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。 


借款方借款用途
1，公司备用金补充。2，支持中安山东业务的发展。 


借款方还款来源
由中安财富山东分公司线下工作人员审核借款方提供的相关资料并实地考察。借款方提供名下一处工业用地地面厂房作为抵押物。现作为借款方经营场地使用。由中安财富山东分公司线下工作人员调查该公司实际经营状况及房",\N,"20.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"1.6%",\N
"99884",\N,"2014-02-05",\N,"3天活动标 
							 	 				 			 ","300000","已还款","马年 3天活动标  月利率:18%   奖励:0.1",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99885",\N,"2014-02-04",\N,"15天活动标！ 
							 	 				 			 ","150000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"1%",\N
"99886",\N,"2014-02-03",\N,"15天活动标！ 
							 	 				 			 ","150000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"1%",\N
"99887",\N,"2014-02-02",\N,"15天活动标！ 
							 	 				 			 ","150000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"1%",\N
"99888",\N,"2014-01-30",\N,"【山东】某制造公司短期借款周转（4） 
							 	 							 ","500000","已还款","借款方商业概述
 借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。目前已发展成为业内一家较具实力的生产型企业.。据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。 


借款方借款用途
1，公司备用金补充。2，支持中安山东业务的发展。 


借款方还款来源
 由中安财富山东分公司线下工作人员审核借款方提供的相关资料并实地考察。借款方提供名下一处工业用地地面厂房作为抵押物。现作为借款方经营场地使用。由中安财富山东分公司线下工作人员调查该公司实际经营状况",\N,"22.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"3.5%",\N
"99889",\N,"2014-01-29",\N,"【山东】某制造公司短期借款周转（3） 
							 	 							 ","1200000","已还款","借款方商业概述
 借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。目前已发展成为业内一家较具实力的生产型企业.。据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。 


借款方借款用途
1，公司备用金补充。2，支持中安山东业务的发展。 


借款方还款来源
 由中安财富山东分公司线下工作人员审核借款方提供的相关资料并实地考察。借款方提供名下一处工业用地地面厂房作为抵押物。现作为借款方经营场地使用。由中安财富山东分公司线下工作人员调查该公司实际经营状况",\N,"22.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"3.5%",\N
"99890",\N,"2014-01-28",\N,"【山东】某制造公司短期借款周转（2） 
							 	 							 ","500000","已还款","借款方商业概述
 借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。目前已发展成为业内一家较具实力的生产型企业.。据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。 


借款方借款用途
1，公司备用金补充。2，支持中安山东业务的发展。 


借款方还款来源
 由中安财富山东分公司线下工作人员审核借款方提供的相关资料并实地考察。借款方提供名下一处工业用地地面厂房作为抵押物。现作为借款方经营场地使用。由中安财富山东分公司线下工作人员调查该公司实际经营状况",\N,"22.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"3.5%",\N
"99891",\N,"2014-01-27",\N,"【山东】某制造公司短期借款周转（1） 
							 	 							 ","500000","已还款","借款方商业概述
 借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。目前已发展成为业内一家较具实力的生产型企业.。据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。 


借款方借款用途
1，公司备用金补充。2，支持中安山东业务的发展。 


借款方还款来源
 由中安财富山东分公司线下工作人员审核借款方提供的相关资料并实地考察。借款方提供名下一处工业用地地面厂房作为抵押物。现作为借款方经营场地使用。由中安财富山东分公司线下工作人员调查该公司实际经营状况",\N,"22.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"3.5%",\N
"99892",\N,"2014-01-26",\N,"中安-伦巴萨现金流抵押项目一期（7） 
							 	 							 ","500000","已还款","借款详情：鉴于在餐饮方面积累的丰富经验，中安将选择实力不错的餐饮公司开展长期的融资合作项目。


	目前，中安与伦巴萨餐饮有限公司签订了为期一年的委托融资协议，通过中安平台融资1000万。中安将于


	2014年1月21日起，推出企业现金流抵押标第1期,截止到2015年1月21日.还款保障：现金流抵押，从合


	同开始到合同期结束为止，所有现金将打至公司北京账户，如出现本息违约，则强制从账户中扣除现金补偿。


	详情参考http://zancaifu.com/invest/a91.html",\N,"20.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","31岁",\N,\N,\N,\N,\N,\N,\N,"2.5%",\N
"99893",\N,"2014-01-25",\N,"中安-伦巴萨现金流抵押项目一期（6） 
							 	 							 ","500000","已还款","借款详情：鉴于在餐饮方面积累的丰富经验，中安将选择实力不错的餐饮公司开展长期的融资合作项目。


	目前，中安与伦巴萨餐饮有限公司签订了为期一年的委托融资协议，通过中安平台融资1000万。中安将于


	2014年1月21日起，推出企业现金流抵押标第1期,截止到2015年1月21日.还款保障：现金流抵押，从合


	同开始到合同期结束为止，所有现金将打至公司北京账户，如出现本息违约，则强制从账户中扣除现金补偿。


	详情参考http://zancaifu.com/invest/a91.html",\N,"20.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","31岁",\N,\N,\N,\N,\N,\N,\N,"2.5%",\N
"99894",\N,"2014-01-24",\N,"中安-伦巴萨现金流抵押项目一期（5） 
							 	 							 ","500000","已还款","借款详情：鉴于在餐饮方面积累的丰富经验，中安将选择实力不错的餐饮公司开展长期的融资合作项目。


	目前，中安与伦巴萨餐饮有限公司签订了为期一年的委托融资协议，通过中安平台融资1000万。中安将于


	2014年1月21日起，推出企业现金流抵押标第1期,截止到2015年1月21日.还款保障：现金流抵押，从合


	同开始到合同期结束为止，所有现金将打至公司北京账户，如出现本息违约，则强制从账户中扣除现金补偿。",\N,"20.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","31岁",\N,\N,\N,\N,\N,\N,\N,"2.5%",\N
"99895",\N,"2014-01-23",\N,"中安-伦巴萨现金流抵押项目二期 
							 	 							 ","500000","已还款","借款详情：鉴于在餐饮方面积累的丰富经验，中安将选择实力不错的餐饮公司开展长期的融资合作项目。


	目前，中安与伦巴萨餐饮有限公司签订了为期一年的委托融资协议，通过中安平台融资1000万。中安将于


	2014年12月21日起，推出企业现金流抵押标第1期,截止到2015年1月21日.还款保障：现金流抵押，从合


	同开始到合同期结束为止，所有现金将打至公司北京账户，如出现本息违约，则强制从账户中扣除现金补偿。",\N,"20.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","31岁",\N,\N,\N,\N,\N,\N,\N,"2.5%",\N
"99896",\N,"2014-01-22",\N,"中安-伦巴萨现金流抵押项目二期 
							 	 							 ","500000","已还款","借款详情：鉴于在餐饮方面积累的丰富经验，中安将选择实力不错的餐饮公司开展长期的融资合作项目。


	目前，中安与伦巴萨餐饮有限公司签订了为期一年的委托融资协议，通过中安平台融资1000万。中安将于


	2014年12月21日起，推出企业现金流抵押标第1期,截止到2015年1月21日.还款保障：现金流抵押，从合


	同开始到合同期结束为止，所有现金将打至公司北京账户，如出现本息违约，则强制从账户中扣除现金补偿。",\N,"20.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","31岁",\N,\N,\N,\N,\N,\N,\N,"2.5%",\N
"99897",\N,"2014-01-21",\N,"七天活动标！ 
							 	 				 			 ","100000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99898",\N,"2014-01-21",\N,"中安-伦巴萨现金流抵押项目一期（2） 
							 	 							 ","300000","已还款","借款详情：鉴于在餐饮方面积累的丰富经验，中安将选择实力不错的餐饮公司开展长期的融资合作项目。目前，中安与伦巴萨餐饮有限公司签订了为期一年的委托融资协议，通过中安平台融资1000万。中安将于2014年12月21日起，推出企业现金流抵押标第1期,截止到2015年1月21日.

	还款保障：现金流抵押，从合同开始到合同期结束为止，所有现金将打至公司北京账户，如出现本息违约，则强制从账户中扣除现金补偿。


	合同详情参考3月标",\N,"22.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","31岁",\N,\N,\N,\N,\N,\N,\N,"2%",\N
"99899",\N,"2014-01-21",\N,"中安-伦巴萨现金流抵押项目一期（1） 
							 								 ","300000","已还款","借款详情：鉴于在餐饮方面积累的丰富经验，中安将选择实力不错的餐饮公司开展长期的融资合作项目。目前，中安与伦巴萨餐饮有限公司签订了为期一年的委托融资协议，通过中安平台融资1000万。中安将于2014年12月21日起，推出企业现金流抵押标第1期,截止到2015年1月21日.
还款保障：现金流抵押，从合同开始到合同期结束为止，所有现金将打至公司北京账户，如出现本息违约，则强制从账户中扣除现金补偿。",\N,"22.80",\N,\N,\N,\N,"
									到期还本息",\N,"男","37岁",\N,\N,\N,\N,\N,\N,\N,"6%",\N
"99900",\N,"2014-01-20",\N,"七天活动标！ 
							 	 				 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99901",\N,"2014-01-20",\N,"车辆抵押-大众 
							 	 							 ","200000","已还款","该抵押车辆账面价值为25万，评估值为20万，现双方协定抵押价值为20万元。",\N,"22.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","29岁",\N,\N,\N,\N,\N,\N,\N,"2%",\N
"99902",\N,"2014-01-19",\N,"七天活动标！ 
							 	 				 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99903",\N,"2014-01-18",\N,"七天活动标 
							 	 				 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99904",\N,"2014-01-17",\N,"七天活动标！ 
							 	 				 			 ","100000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99905",\N,"2014-01-17",\N,"车辆抵押-奔驰 
							 	 							 ","300000","已还款","该抵押车辆账面价值为35万，评估值为30万，现双方协定抵押价值为30万元。",\N,"22.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","29岁",\N,\N,\N,\N,\N,\N,\N,"3.5%",\N
"99906",\N,"2014-01-16",\N,"七天活动标！ 
							 	 				 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99907",\N,"2014-01-16",\N,"车辆抵押-奥迪 
							 	 							 ","300000","已还款","该抵押车辆账面价值为35万，评估值为30万，现双方协定抵押价值为30万元。",\N,"22.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","37岁",\N,\N,\N,\N,\N,\N,\N,"3.5%",\N
"99908",\N,"2014-01-15",\N,"七天活动标！ 
							 	 				 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99909",\N,"2014-01-15",\N,"车辆抵押-宝马 
							 	 							 ","300000","已还款","该抵押车辆账面价值为60万，评估值为50万，现双方协定抵押价值为30万元。",\N,"22.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","28岁",\N,\N,\N,\N,\N,\N,\N,"3.5%",\N
"99910",\N,"2014-01-14",\N,"7天活动标! 
							 	 				 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"99911",\N,"2014-01-14",\N,"票据项目30天标 
							 	 							 ","250000","已还款",\N,\N,"22.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"3.5%",\N
"99912",\N,"2014-01-14",\N,"车辆抵押-奔驰 
							 	 							 ","300000","已还款","该抵押车辆账面价值为60万，评估值为50万，现双方协定抵押价值为30万元。",\N,"22.00",\N,\N,\N,\N,"
									到期还本息",\N,"男","37岁",\N,\N,\N,\N,\N,\N,\N,"3.5%",\N
"99913",\N,"2014-01-13",\N,"七天活动标！ 
							 	 				 			 ","200000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","39岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
